clave,affiliations,intl_afil,authors,docs,book,chapter,conference,journal,q1q2,cites_3y,q3q4
540-2014,17,2,31,0,0,4,0,2,2,0,0
541-2007,0,0,0,0,0,0,0,0,0,0,0
541-2008,0,0,0,0,0,0,0,0,0,0,0
541-2009,0,0,0,0,0,0,0,0,0,0,0
541-2010,0,0,0,0,0,0,0,0,0,0,0
541-2011,1,0,4,0,0,0,1,0,0,0,0
541-2012,4,2,8,1,0,1,0,1,1,2,0
541-2013,2,0,8,0,0,1,0,1,1,0,0
541-2014,9,3,25,0,0,4,1,1,0,0,1
542-2007,0,0,0,0,0,0,0,0,0,0,0
542-2008,4,0,8,1,0,0,0,2,1,1,1
542-2009,2,0,6,1,0,0,1,1,1,1,0
542-2010,12,4,28,1,0,1,4,1,1,1,0
542-2011,1,0,4,0,0,0,1,0,0,0,0
542-2012,4,2,8,1,0,1,0,1,1,2,0
542-2013,2,0,8,0,0,1,0,1,1,0,0
542-2014,14,5,34,0,0,5,1,2,1,0,1
543-2007,1,0,2,0,0,0,0,1,1,0,0
543-2008,4,0,8,0,0,0,0,3,3,0,0
543-2009,2,0,5,0,0,0,0,2,2,0,0
543-2010,1,0,2,0,0,0,0,1,1,0,0
543-2011,1,0,2,0,0,0,0,1,1,0,0
543-2012,4,0,8,1,0,0,0,3,3,2,0
543-2013,1,0,1,1,0,0,0,1,1,2,0
543-2014,1,0,3,0,0,0,0,1,0,0,1
544-2007,5,0,10,0,0,0,0,2,2,0,0
544-2008,3,0,6,0,0,0,0,1,0,0,1
544-2009,11,1,20,0,0,0,1,0,0,0,0
544-2010,7,0,16,0,0,0,2,0,0,0,0
544-2011,0,0,0,0,0,0,0,0,0,0,0
544-2012,10,0,27,2,0,2,1,1,0,2,1
544-2013,0,0,0,0,0,0,0,0,0,0,0
544-2014,16,0,33,0,0,2,0,3,1,0,2
545-2007,3,0,7,0,0,0,0,1,1,0,0
545-2008,5,0,12,1,0,0,1,1,1,1,0
545-2009,13,2,23,3,0,0,1,3,3,9,0
545-2010,8,2,13,1,0,0,0,3,2,1,1
545-2011,16,4,32,3,0,0,0,4,3,7,1
545-2012,1,0,4,1,0,0,0,1,1,3,0
545-2013,0,0,0,0,0,0,0,0,0,0,0
545-2014,0,0,0,0,0,0,0,0,0,0,0
546-2007,0,0,0,0,0,0,0,0,0,0,0
546-2008,0,0,0,0,0,0,0,0,0,0,0
546-2009,9,1,16,1,0,0,3,2,2,2,0
546-2010,4,0,7,1,0,0,1,1,1,3,0
546-2011,3,1,6,0,0,0,2,0,0,0,0
546-2012,15,0,25,2,0,0,3,5,2,8,3
546-2013,4,1,8,1,0,0,1,1,0,1,1
546-2014,2,0,7,0,0,0,0,2,2,0,0
547-2007,2,0,6,0,0,0,0,1,1,0,0
547-2008,4,0,16,0,0,0,0,3,0,0,3
547-2009,4,0,8,2,0,0,0,2,2,3,0
547-2010,1,0,6,1,0,0,0,1,1,1,0
547-2011,11,1,29,0,0,0,0,4,2,0,2
547-2012,3,0,8,0,0,0,0,2,1,0,1
547-2013,3,0,9,1,0,0,0,2,0,1,2
547-2014,6,0,14,2,0,0,0,3,2,3,1
548-2007,0,0,0,0,0,0,0,0,0,0,0
548-2008,2,1,5,0,0,0,0,1,1,0,0
548-2009,0,0,0,0,0,0,0,0,0,0,0
548-2010,0,0,0,0,0,0,0,0,0,0,0
548-2011,4,0,14,0,0,0,0,2,2,0,0
548-2012,4,2,12,1,0,0,0,2,2,2,0
548-2013,7,1,20,0,0,0,0,3,3,0,0
548-2014,4,1,13,2,0,0,0,2,1,3,1
549-2007,7,0,12,2,0,0,3,0,0,1,0
549-2008,6,0,16,0,0,0,3,1,1,0,0
549-2009,6,0,15,0,0,0,3,0,0,0,0
549-2010,11,0,22,3,0,0,4,2,1,8,1
549-2011,1,0,3,0,0,0,1,0,0,0,0
549-2012,3,0,9,1,0,0,0,2,1,4,1
549-2013,2,0,9,2,0,0,1,1,1,3,0
549-2014,3,0,10,1,0,0,1,1,1,1,0
551-2007,17,0,37,4,0,0,11,1,1,5,0
551-2008,15,0,21,4,0,0,5,3,2,7,1
551-2009,13,0,24,1,0,1,5,2,2,4,0
551-2010,17,3,36,3,0,1,6,3,3,8,0
551-2011,15,1,28,6,0,0,5,4,4,13,0
551-2012,13,2,36,8,0,0,6,4,3,19,1
551-2013,20,4,46,8,0,0,3,11,8,11,3
551-2014,19,7,55,8,0,2,2,7,5,13,2
552-2007,1,0,4,1,0,0,0,1,1,1,0
552-2008,3,1,4,0,0,0,1,0,0,0,0
552-2009,2,1,4,0,0,0,1,0,0,0,0
552-2010,0,0,0,0,0,0,0,0,0,0,0
552-2011,9,1,12,0,0,0,0,2,1,0,1
552-2012,7,1,11,0,0,0,0,2,0,0,2
552-2013,7,3,11,0,0,0,1,1,0,0,1
552-2014,6,1,12,1,0,0,0,2,1,1,1
553-2007,0,0,0,0,0,0,0,0,0,0,0
553-2008,2,0,5,0,0,0,0,1,1,0,0
553-2009,0,0,0,0,0,0,0,0,0,0,0
553-2010,3,0,11,0,0,0,0,2,1,0,1
553-2011,0,0,0,0,0,0,0,0,0,0,0
553-2012,7,1,11,0,0,0,1,1,0,0,1
553-2013,0,0,0,0,0,0,0,0,0,0,0
553-2014,0,0,0,0,0,0,0,0,0,0,0
554-2007,0,0,0,0,0,0,0,0,0,0,0
554-2008,1,0,5,0,0,0,0,1,0,0,1
554-2009,0,0,0,0,0,0,0,0,0,0,0
554-2010,0,0,0,0,0,0,0,0,0,0,0
554-2011,0,0,0,0,0,0,0,0,0,0,0
554-2012,2,1,6,0,0,0,0,1,0,0,1
554-2013,2,1,5,1,0,0,0,1,0,1,1
554-2014,2,0,8,1,0,0,0,2,0,1,2
555-2007,0,0,0,0,0,0,0,0,0,0,0
555-2008,3,0,12,0,0,0,3,0,0,0,0
555-2009,4,1,12,1,0,0,1,2,1,2,1
555-2010,0,0,0,0,0,0,0,0,0,0,0
555-2011,5,1,12,1,0,0,2,1,0,8,1
555-2012,15,4,26,4,0,0,0,4,1,22,3
555-2013,13,3,27,1,0,0,1,4,1,2,3
555-2014,20,6,60,5,0,0,1,6,3,9,3
556-2007,2,0,3,1,0,0,0,1,1,2,0
556-2008,4,0,5,0,0,0,0,2,1,0,1
556-2009,5,0,7,2,0,0,0,3,3,2,0
556-2010,6,1,11,2,0,0,0,3,3,7,0
556-2011,11,0,14,2,0,0,0,5,5,2,0
556-2012,3,1,5,0,0,0,2,0,0,0,0
556-2013,4,0,9,0,0,0,0,2,2,0,0
556-2014,3,1,4,0,0,0,1,0,0,0,0
557-2007,0,0,0,0,0,0,0,0,0,0,0
557-2008,0,0,0,0,0,0,0,0,0,0,0
557-2009,0,0,0,0,0,0,0,0,0,0,0
557-2010,0,0,0,0,0,0,0,0,0,0,0
557-2011,0,0,0,0,0,0,0,0,0,0,0
557-2012,0,0,0,0,0,0,0,0,0,0,0
557-2013,0,0,0,0,0,0,0,0,0,0,0
557-2014,2,1,3,0,0,0,0,1,1,0,0
558-2007,0,0,0,0,0,0,0,0,0,0,0
558-2008,0,0,0,0,0,0,0,0,0,0,0
558-2009,0,0,0,0,0,0,0,0,0,0,0
558-2010,0,0,0,0,0,0,0,0,0,0,0
558-2011,1,0,7,0,0,0,1,0,0,0,0
558-2012,0,0,0,0,0,0,0,0,0,0,0
558-2013,2,0,8,0,0,0,0,1,1,0,0
558-2014,3,0,13,0,0,0,0,2,2,0,0
559-2007,0,0,0,0,0,0,0,0,0,0,0
559-2008,0,0,0,0,0,0,0,0,0,0,0
559-2009,0,0,0,0,0,0,0,0,0,0,0
559-2010,0,0,0,0,0,0,0,0,0,0,0
559-2011,0,0,0,0,0,0,0,0,0,0,0
559-2012,0,0,0,0,0,0,0,0,0,0,0
559-2013,0,0,0,0,0,0,0,0,0,0,0
559-2014,6,4,11,0,0,1,1,0,0,0,0
560-2007,1,0,3,0,0,0,1,0,0,0,0
560-2008,3,0,5,0,0,0,1,0,0,0,0
560-2009,0,0,0,0,0,0,0,0,0,0,0
560-2010,3,0,5,0,0,0,0,1,1,0,0
560-2011,2,0,11,0,0,0,1,1,0,0,1
560-2012,0,0,0,0,0,0,0,0,0,0,0
560-2013,3,1,7,0,0,0,0,1,1,0,0
560-2014,3,0,6,1,0,0,0,1,1,1,0
561-2007,2,0,4,0,0,0,0,1,1,0,0
561-2008,3,0,11,0,0,2,1,0,2,0,0
561-2009,10,0,27,0,0,5,3,1,3,0,0
561-2010,7,0,17,0,0,1,4,0,0,0,0
561-2011,7,0,21,0,0,1,6,0,1,0,0
561-2012,14,1,37,2,0,4,6,2,2,2,0
561-2013,14,2,27,4,0,3,1,3,6,7,0
561-2014,2,0,6,0,0,0,1,1,1,0,0
562-2007,0,0,0,0,0,0,0,0,0,0,0
562-2008,0,0,0,0,0,0,0,0,0,0,0
562-2009,0,0,0,0,0,0,0,0,0,0,0
562-2010,0,0,0,0,0,0,0,0,0,0,0
562-2011,0,0,0,0,0,0,0,0,0,0,0
562-2012,0,0,0,0,0,0,0,0,0,0,0
562-2013,0,0,0,0,0,0,0,0,0,0,0
562-2014,2,0,8,0,0,0,2,0,0,0,0
563-2007,11,3,27,0,0,0,0,4,4,0,0
563-2008,3,2,7,0,0,0,0,1,1,0,0
563-2009,6,0,18,0,0,0,3,1,0,0,1
563-2010,8,0,16,1,0,0,0,3,1,2,2
563-2011,3,1,6,0,0,1,0,0,0,0,0
563-2012,7,0,11,1,0,0,0,3,2,1,1
563-2013,0,0,0,0,0,0,0,0,0,0,0
563-2014,0,0,0,0,0,0,0,0,0,0,0
564-2007,8,0,17,1,0,3,0,1,2,1,0
564-2008,0,0,0,0,0,0,0,0,0,0,0
564-2009,6,0,9,1,0,1,0,2,3,1,0
564-2010,0,0,0,0,0,0,0,0,0,0,0
564-2011,0,0,0,0,0,0,0,0,0,0,0
564-2012,0,0,0,0,0,0,0,0,0,0,0
564-2013,8,0,15,1,0,1,0,2,2,1,0
564-2014,5,0,21,1,0,0,1,2,2,1,0
565-2007,10,0,34,3,0,0,0,4,4,2,0
565-2008,25,0,95,4,0,0,2,9,5,2,4
565-2009,16,0,57,1,0,0,0,7,5,1,2
565-2010,14,0,45,1,0,0,0,5,2,2,3
565-2011,8,0,36,2,0,0,0,4,2,3,2
565-2012,6,0,29,1,0,0,0,3,1,2,2
565-2013,14,0,61,3,0,0,0,7,5,3,2
565-2014,7,0,27,1,0,0,1,2,0,1,2
566-2007,8,0,17,1,0,3,0,1,2,1,0
566-2008,0,0,0,0,0,0,0,0,0,0,0
566-2009,4,0,7,0,0,0,0,2,2,0,0
566-2010,0,0,0,0,0,0,0,0,0,0,0
566-2011,2,0,4,0,0,1,0,0,1,0,0
566-2012,0,0,0,0,0,0,0,0,0,0,0
566-2013,10,1,19,2,0,2,0,2,3,3,0
566-2014,6,0,25,1,0,0,1,3,3,2,0
567-2007,2,0,4,0,0,0,1,1,1,0,0
567-2008,2,0,6,0,0,0,1,1,1,0,0
567-2009,0,0,0,0,0,0,0,0,0,0,0
567-2010,2,0,4,0,0,0,1,0,0,0,0
567-2011,0,0,0,0,0,0,0,0,0,0,0
567-2012,6,3,13,2,0,0,2,1,1,4,0
567-2013,3,1,8,2,0,0,0,2,2,5,0
567-2014,2,0,3,0,0,0,0,1,1,0,0
568-2007,2,1,4,0,0,0,1,0,0,0,0
568-2008,3,1,9,0,0,0,2,0,0,0,0
568-2009,9,3,21,0,0,0,5,0,0,0,0
568-2010,5,0,15,1,0,0,1,2,2,2,0
568-2011,3,0,5,0,0,0,0,1,1,0,0
568-2012,1,0,5,1,0,0,0,1,1,2,0
568-2013,0,0,0,0,0,0,0,0,0,0,0
568-2014,2,0,7,0,0,0,1,0,0,0,0
569-2007,3,0,12,0,0,1,2,0,1,0,0
569-2008,7,0,25,2,0,0,5,2,1,1,1
569-2009,7,0,21,2,0,0,2,3,1,2,2
569-2010,15,2,32,2,0,2,2,4,4,2,0
569-2011,12,1,18,3,0,0,3,2,0,5,2
569-2012,9,0,22,1,0,0,2,3,2,3,1
569-2013,19,2,31,1,0,0,2,5,3,1,2
569-2014,8,1,21,0,0,2,0,3,2,0,1
570-2007,0,0,0,0,0,0,0,0,0,0,0
570-2008,2,1,4,0,0,0,1,0,0,0,0
570-2009,0,0,0,0,0,0,0,0,0,0,0
570-2010,8,2,14,0,0,0,2,1,0,0,1
570-2011,5,1,13,1,0,0,2,1,1,5,0
570-2012,9,2,19,2,0,0,2,3,3,4,0
570-2013,8,2,13,1,3,0,1,1,0,1,1
570-2014,5,2,11,0,0,0,2,1,1,0,0
571-2007,0,0,0,0,0,0,0,0,0,0,0
571-2008,1,0,3,0,0,0,1,0,0,0,0
571-2009,0,0,0,0,0,0,0,0,0,0,0
571-2010,0,0,0,0,0,0,0,0,0,0,0
571-2011,1,0,3,0,0,0,0,1,0,0,1
571-2012,29,17,147,1,0,0,0,1,1,11,0
571-2013,27,15,104,1,0,0,0,2,1,5,1
571-2014,55,33,203,2,0,0,0,2,1,5,1
572-2007,3,0,5,0,0,1,1,0,1,0,0
572-2008,3,0,10,1,0,3,0,0,3,1,0
572-2009,0,0,0,0,0,0,0,0,0,0,0
572-2010,3,0,4,0,0,1,1,0,1,0,0
572-2011,1,0,2,0,0,1,0,0,1,0,0
572-2012,2,0,5,0,0,0,0,1,1,0,0
572-2013,3,0,7,1,0,1,0,1,1,1,0
572-2014,5,0,11,0,0,0,2,1,0,0,1
574-2007,5,3,10,2,0,0,0,2,2,4,0
574-2008,9,6,17,1,0,0,1,2,2,3,0
574-2009,5,1,10,0,0,0,0,2,2,0,0
574-2010,3,2,3,0,0,0,1,0,0,0,0
574-2011,10,5,19,3,0,0,0,4,3,2,1
574-2012,11,6,15,3,0,0,3,1,1,3,0
574-2013,18,11,26,4,0,0,2,5,5,5,0
574-2014,12,8,22,3,0,1,0,3,3,6,0
575-2007,0,0,0,0,0,0,0,0,0,0,0
575-2008,2,0,2,1,0,0,0,1,1,1,0
575-2009,0,0,0,0,0,0,0,0,0,0,0
575-2010,2,0,2,0,0,0,0,1,1,0,0
575-2011,9,0,23,1,0,0,1,2,1,3,1
575-2012,8,0,17,0,0,1,1,1,1,0,0
575-2013,4,0,11,0,0,0,0,2,2,0,0
575-2014,7,0,22,0,1,0,0,2,1,0,1
576-2007,0,0,0,0,0,0,0,0,0,0,0
576-2008,0,0,0,0,0,0,0,0,0,0,0
576-2009,0,0,0,0,0,0,0,0,0,0,0
576-2010,1,0,3,0,0,0,1,0,0,0,0
576-2011,1,0,4,1,0,0,0,1,1,2,0
576-2012,3,0,12,2,0,0,0,3,3,1,0
576-2013,0,0,0,0,0,0,0,0,0,0,0
576-2014,1,0,3,1,0,0,0,1,1,1,0
577-2007,5,0,19,2,0,2,0,3,3,2,0
577-2008,3,0,8,1,0,0,0,2,2,1,0
577-2009,4,2,5,0,0,0,0,2,1,0,1
577-2010,10,4,23,2,0,3,1,2,2,2,0
577-2011,1,0,5,0,0,0,1,0,0,0,0
577-2012,6,1,18,3,0,2,1,2,2,6,0
577-2013,7,0,28,3,0,0,3,4,4,6,0
577-2014,12,4,29,1,1,1,2,3,1,2,2
578-2007,0,0,0,0,0,0,0,0,0,0,0
578-2008,0,0,0,0,0,0,0,0,0,0,0
578-2009,0,0,0,0,0,0,0,0,0,0,0
578-2010,0,0,0,0,0,0,0,0,0,0,0
578-2011,3,0,9,1,0,0,1,1,0,1,1
578-2012,2,0,4,1,0,0,0,1,0,1,1
578-2013,1,0,4,0,0,0,0,1,1,0,0
578-2014,1,0,5,0,0,0,0,1,1,0,0
579-2007,0,0,0,0,0,0,0,0,0,0,0
579-2008,0,0,0,0,0,0,0,0,0,0,0
579-2009,2,1,3,0,0,0,0,1,1,0,0
579-2010,3,0,5,0,0,0,1,0,0,0,0
579-2011,0,0,0,0,0,0,0,0,0,0,0
579-2012,5,0,12,0,0,0,1,1,1,0,0
579-2013,4,1,5,0,0,0,0,1,1,0,0
579-2014,2,0,4,1,0,0,0,1,1,3,0
581-2007,6,3,8,1,0,0,3,0,0,2,0
581-2008,9,4,22,1,0,1,3,1,1,1,0
581-2009,5,0,11,0,0,0,3,0,0,0,0
581-2010,3,1,7,0,0,0,2,0,0,0,0
581-2011,7,1,19,2,1,0,3,1,0,2,1
581-2012,2,0,6,1,0,0,1,1,1,3,0
581-2013,21,7,56,9,2,0,5,6,4,11,2
581-2014,15,5,36,3,0,0,4,5,4,3,1
582-2007,2,0,3,0,0,0,1,0,0,0,0
582-2008,3,1,6,1,0,0,1,1,1,1,0
582-2009,17,1,44,5,0,1,7,2,2,6,0
582-2010,28,2,67,2,0,2,10,2,1,2,1
582-2011,18,2,38,3,0,3,2,4,4,4,0
582-2012,10,2,20,0,0,1,3,0,1,0,0
582-2013,19,2,44,1,0,4,1,5,2,2,3
582-2014,7,0,16,0,0,1,0,2,1,0,1
583-2007,0,0,0,0,0,0,0,0,0,0,0
583-2008,0,0,0,0,0,0,0,0,0,0,0
583-2009,3,1,14,2,0,0,0,2,2,1,0
583-2010,1,0,7,1,0,0,1,0,0,1,0
583-2011,3,0,18,2,0,0,0,3,3,1,0
583-2012,2,0,12,0,0,0,1,1,1,0,0
583-2013,3,0,19,2,0,0,0,3,2,3,1
583-2014,4,0,23,2,0,0,2,2,2,3,0
584-2007,3,0,8,0,0,0,0,3,3,0,0
584-2008,1,0,4,0,0,0,0,1,1,0,0
584-2009,0,0,0,0,0,0,0,0,0,0,0
584-2010,1,0,2,0,1,0,0,0,0,0,0
584-2011,1,0,2,0,0,0,0,1,1,0,0
584-2012,1,0,2,0,0,0,0,1,1,0,0
584-2013,1,0,1,0,0,0,0,1,1,0,0
584-2014,12,1,22,2,0,1,2,6,6,6,0
585-2007,0,0,0,0,0,0,0,0,0,0,0
585-2008,0,0,0,0,0,0,0,0,0,0,0
585-2009,0,0,0,0,0,0,0,0,0,0,0
585-2010,1,0,7,1,0,0,0,1,1,2,0
585-2011,0,0,0,0,0,0,0,0,0,0,0
585-2012,1,0,4,1,0,0,0,1,0,1,1
585-2013,0,0,0,0,0,0,0,0,0,0,0
585-2014,0,0,0,0,0,0,0,0,0,0,0
586-2007,20,11,39,5,0,1,1,5,5,12,0
586-2008,11,6,24,1,0,0,1,3,3,1,0
586-2009,11,6,24,0,0,0,1,3,3,0,0
586-2010,10,6,22,1,0,0,1,3,1,1,2
586-2011,3,0,5,0,0,0,0,1,1,0,0
586-2012,3,0,4,0,0,0,1,1,1,0,0
586-2013,2,0,4,0,0,1,0,0,0,0,0
586-2014,2,0,5,0,0,0,1,0,0,0,0
587-2007,1,0,4,1,0,0,0,1,1,2,0
587-2008,1,0,5,1,0,0,0,1,1,4,0
587-2009,0,0,0,0,0,0,0,0,0,0,0
587-2010,8,2,15,0,0,0,2,1,1,0,0
587-2011,4,1,8,2,0,0,0,2,2,4,0
587-2012,8,2,17,0,0,0,2,1,1,0,0
587-2013,1,0,3,1,0,0,0,1,1,3,0
587-2014,6,1,13,0,0,0,0,3,2,0,1
588-2007,2,1,4,0,0,0,0,1,0,0,1
588-2008,3,0,11,1,0,0,1,2,2,1,0
588-2009,7,1,16,1,0,0,2,2,2,1,0
588-2010,7,1,18,2,0,0,0,4,4,2,0
588-2011,6,0,19,2,0,0,0,4,3,6,1
588-2012,6,1,18,1,0,0,0,3,2,1,1
588-2013,3,0,13,1,0,0,0,2,1,1,1
588-2014,2,0,7,0,0,0,0,1,0,0,1
590-2007,2,1,3,0,0,0,0,1,1,0,0
590-2008,0,0,0,0,0,0,0,0,0,0,0
590-2009,4,2,12,2,0,0,0,2,2,3,0
590-2010,4,3,5,1,0,0,0,1,1,1,0
590-2011,7,2,14,2,0,0,1,3,3,6,0
590-2012,6,4,8,1,0,0,0,2,2,1,0
590-2013,3,0,8,1,0,0,0,2,1,1,1
590-2014,5,3,9,0,0,0,1,1,0,0,1
592-2007,2,0,10,0,0,0,0,2,0,0,2
592-2008,0,0,0,0,0,0,0,0,0,0,0
592-2009,0,0,0,0,0,0,0,0,0,0,0
592-2010,0,0,0,0,0,0,0,0,0,0,0
592-2011,1,0,5,1,0,0,0,1,1,3,0
592-2012,0,0,0,0,0,0,0,0,0,0,0
592-2013,2,0,7,0,0,0,0,1,1,0,0
592-2014,0,0,0,0,0,0,0,0,0,0,0
593-2007,0,0,0,0,0,0,0,0,0,0,0
593-2008,1,0,3,1,0,0,0,1,1,5,0
593-2009,3,0,10,2,0,0,0,2,2,2,0
593-2010,4,1,10,0,0,0,1,1,0,0,1
593-2011,3,0,8,0,0,0,0,1,1,0,0
593-2012,0,0,0,0,0,0,0,0,0,0,0
593-2013,10,2,28,2,1,0,1,2,2,4,0
593-2014,11,1,42,2,0,0,0,5,2,3,3
594-2007,14,5,30,3,1,1,6,0,1,5,0
594-2008,15,4,45,3,0,1,6,2,3,3,0
594-2009,18,2,52,4,0,1,7,6,2,6,4
594-2010,8,3,20,3,0,1,3,1,1,6,0
594-2011,12,4,32,2,0,2,5,0,2,3,0
594-2012,16,3,56,8,0,1,6,6,6,16,0
594-2013,23,9,64,5,0,0,12,0,0,10,0
594-2014,18,3,47,1,0,1,9,1,0,3,1
595-2007,6,0,11,0,0,0,1,2,2,0,0
595-2008,2,0,3,1,0,0,0,1,1,1,0
595-2009,1,0,2,0,0,0,1,0,0,0,0
595-2010,0,0,0,0,0,0,0,0,0,0,0
595-2011,0,0,0,0,0,0,0,0,0,0,0
595-2012,0,0,0,0,0,0,0,0,0,0,0
595-2013,2,0,11,0,0,0,0,2,2,0,0
595-2014,3,0,13,1,1,0,0,2,1,1,1
596-2007,0,0,0,0,0,0,0,0,0,0,0
596-2008,0,0,0,0,0,0,0,0,0,0,0
596-2009,2,0,4,0,0,0,0,1,1,0,0
596-2010,0,0,0,0,0,0,0,0,0,0,0
596-2011,0,0,0,0,0,0,0,0,0,0,0
596-2012,0,0,0,0,0,0,0,0,0,0,0
596-2013,10,3,19,2,0,0,0,3,3,7,0
596-2014,4,0,10,0,0,0,0,2,0,0,2
597-2007,2,0,2,1,0,0,0,1,1,1,0
597-2008,1,0,1,0,0,0,0,1,1,0,0
597-2009,2,0,2,1,0,0,0,1,1,3,0
597-2010,0,0,0,0,0,0,0,0,0,0,0
597-2011,0,0,0,0,0,0,0,0,0,0,0
597-2012,2,0,2,1,0,0,0,1,1,1,0
597-2013,3,0,10,0,0,0,0,3,2,0,1
597-2014,5,0,9,1,0,0,1,2,1,2,1
598-2007,1,0,5,0,0,0,1,0,0,0,0
598-2008,5,1,9,2,0,0,1,2,2,7,0
598-2009,7,0,16,1,0,0,0,4,4,1,0
598-2010,7,3,8,0,0,0,0,2,2,0,0
598-2011,0,0,0,0,0,0,0,0,0,0,0
598-2012,1,0,3,0,0,0,0,1,1,0,0
598-2013,2,0,5,1,0,0,0,1,0,6,1
598-2014,7,1,11,1,0,0,0,3,3,1,0
599-2007,0,0,0,0,0,0,0,0,0,0,0
599-2008,0,0,0,0,0,0,0,0,0,0,0
599-2009,1,0,3,1,0,0,0,1,1,3,0
599-2010,0,0,0,0,0,0,0,0,0,0,0
599-2011,1,0,4,1,0,0,0,1,1,1,0
599-2012,0,0,0,0,0,0,0,0,0,0,0
599-2013,4,0,8,1,0,0,0,2,2,1,0
599-2014,0,0,0,0,0,0,0,0,0,0,0
600-2007,6,0,10,0,0,0,4,0,0,0,0
600-2008,3,0,6,0,1,0,1,0,0,0,0
600-2009,2,0,6,0,0,0,2,0,0,0,0
600-2010,5,0,16,2,0,0,5,0,0,10,0
600-2011,3,0,9,0,0,0,3,0,0,0,0
600-2012,4,0,7,1,0,0,1,1,1,1,0
600-2013,4,0,8,0,0,1,1,0,0,0,0
600-2014,7,4,11,0,0,0,1,2,2,0,0
601-2007,1,0,5,0,0,1,0,0,1,0,0
601-2008,12,0,40,2,0,0,9,2,1,1,1
601-2009,5,0,18,2,0,0,2,3,1,2,2
601-2010,20,2,44,2,1,3,3,5,5,2,0
601-2011,11,0,19,2,0,0,4,1,0,3,1
601-2012,8,0,20,1,0,0,1,4,2,3,2
601-2013,27,4,45,2,0,1,3,7,4,3,3
601-2014,12,2,33,1,0,2,2,4,3,1,1
602-2007,5,4,7,0,0,0,0,1,0,0,1
602-2008,0,0,0,0,0,0,0,0,0,0,0
602-2009,0,0,0,0,0,0,0,0,0,0,0
602-2010,0,0,0,0,0,0,0,0,0,0,0
602-2011,0,0,0,0,0,0,0,0,0,0,0
602-2012,0,0,0,0,0,0,0,0,0,0,0
602-2013,0,0,0,0,0,0,0,0,0,0,0
602-2014,0,0,0,0,0,0,0,0,0,0,0
603-2007,4,0,8,1,0,0,1,1,0,1,1
603-2008,7,0,9,0,0,0,0,3,3,0,0
603-2009,5,0,11,0,0,0,2,1,1,0,0
603-2010,8,0,13,0,0,1,1,2,1,0,1
603-2011,10,0,17,2,0,0,1,4,4,7,0
603-2012,9,0,20,0,0,0,2,3,3,0,0
603-2013,8,0,15,2,0,0,0,4,4,2,0
603-2014,8,0,14,2,0,1,1,2,2,2,0
604-2007,4,1,6,1,0,1,0,0,1,2,0
604-2008,0,0,0,0,0,0,0,0,0,0,0
604-2009,3,1,6,0,0,0,0,1,1,0,0
604-2010,2,0,3,1,0,0,0,1,1,3,0
604-2011,4,0,11,2,0,0,2,2,2,4,0
604-2012,2,0,2,0,0,0,0,1,1,0,0
604-2013,0,0,0,0,0,0,0,0,0,0,0
604-2014,3,0,7,1,0,0,0,2,2,1,0
605-2007,0,0,0,0,0,0,0,0,0,0,0
605-2008,3,0,5,0,0,0,0,1,1,0,0
605-2009,13,6,26,2,0,0,3,2,1,2,1
605-2010,8,1,14,0,0,0,3,0,0,0,0
605-2011,0,0,0,0,0,0,0,0,0,0,0
605-2012,2,0,4,0,0,0,1,0,0,0,0
605-2013,0,0,0,0,0,0,0,0,0,0,0
605-2014,2,0,9,0,0,0,2,0,0,0,0
606-2007,13,1,29,4,0,0,2,5,4,9,1
606-2008,14,0,27,4,0,0,2,4,4,9,0
606-2009,26,3,40,3,0,0,0,7,5,4,2
606-2010,8,0,12,1,0,0,0,3,1,2,2
606-2011,8,3,16,2,2,0,0,2,2,4,0
606-2012,6,1,15,1,0,0,1,3,3,3,0
606-2013,7,1,18,2,0,0,0,3,1,2,2
606-2014,9,1,25,2,0,0,0,3,2,7,1
607-2007,6,4,7,0,0,0,1,1,1,0,0
607-2008,8,6,9,0,0,0,1,1,1,0,0
607-2009,14,7,16,0,0,0,3,3,2,0,1
607-2010,6,2,6,1,0,0,1,1,1,1,0
607-2011,0,0,0,0,0,0,0,0,0,0,0
607-2012,0,0,0,0,0,0,0,0,0,0,0
607-2013,3,1,3,0,0,0,0,1,1,0,0
607-2014,0,0,0,0,0,0,0,0,0,0,0
608-2007,4,0,8,0,0,0,0,2,2,0,0
608-2008,1,0,4,0,0,0,0,1,1,0,0
608-2009,0,0,0,0,0,0,0,0,0,0,0
608-2010,1,0,3,0,0,0,0,1,1,0,0
608-2011,0,0,0,0,0,0,0,0,0,0,0
608-2012,0,0,0,0,0,0,0,0,0,0,0
608-2013,0,0,0,0,0,0,0,0,0,0,0
608-2014,0,0,0,0,0,0,0,0,0,0,0
609-2007,0,0,0,0,0,0,0,0,0,0,0
609-2008,1,0,5,0,0,0,1,0,0,0,0
609-2009,0,0,0,0,0,0,0,0,0,0,0
609-2010,1,0,6,0,0,0,0,1,0,0,1
609-2011,0,0,0,0,0,0,0,0,0,0,0
609-2012,0,0,0,0,0,0,0,0,0,0,0
609-2013,1,0,7,0,0,0,0,1,0,0,1
609-2014,3,1,5,0,0,0,0,1,0,0,1
610-2007,1,0,4,0,0,0,0,1,0,0,1
610-2008,0,0,0,0,0,0,0,0,0,0,0
610-2009,2,0,10,0,0,0,0,2,2,0,0
