clave,affiliations,intl_afil,authors,docs,book,chapter,conference,journal,q1q2,cites_3y,q3q4
2525-2012,4,0,11,0,0,0,1,2,0,0,2
2525-2013,0,0,0,0,0,0,0,0,0,0,0
2525-2014,0,0,0,0,0,0,0,0,0,0,0
2526-2007,0,0,0,0,0,0,0,0,0,0,0
2526-2008,0,0,0,0,0,0,0,0,0,0,0
2526-2009,0,0,0,0,0,0,0,0,0,0,0
2526-2010,2,0,4,1,0,0,0,1,0,1,1
2526-2011,2,0,4,1,0,0,0,1,0,1,1
2526-2012,2,0,4,0,0,0,0,1,0,0,1
2526-2013,0,0,0,0,0,0,0,0,0,0,0
2526-2014,3,0,8,0,1,0,1,0,0,0,0
2527-2007,0,0,0,0,0,0,0,0,0,0,0
2527-2008,0,0,0,0,0,0,0,0,0,0,0
2527-2009,0,0,0,0,0,0,0,0,0,0,0
2527-2010,2,0,5,1,0,0,0,1,1,7,0
2527-2011,7,0,17,2,0,0,0,3,2,9,1
2527-2012,15,1,32,5,0,0,0,6,5,15,1
2527-2013,22,2,54,6,0,0,0,8,6,17,2
2527-2014,23,4,57,7,0,0,1,7,5,18,2
2529-2007,0,0,0,0,0,0,0,0,0,0,0
2529-2008,0,0,0,0,0,0,0,0,0,0,0
2529-2009,0,0,0,0,0,0,0,0,0,0,0
2529-2010,0,0,0,0,0,0,0,0,0,0,0
2529-2011,0,0,0,0,0,0,0,0,0,0,0
2529-2012,0,0,0,0,0,0,0,0,0,0,0
2529-2013,0,0,0,0,0,0,0,0,0,0,0
2529-2014,2,0,5,0,0,0,2,0,0,0,0
2530-2007,0,0,0,0,0,0,0,0,0,0,0
2530-2008,0,0,0,0,0,0,0,0,0,0,0
2530-2009,0,0,0,0,0,0,0,0,0,0,0
2530-2010,0,0,0,0,0,0,0,0,0,0,0
2530-2011,0,0,0,0,0,0,0,0,0,0,0
2530-2012,5,2,16,1,0,0,0,2,1,2,1
2530-2013,2,0,8,0,0,0,0,2,1,0,1
2530-2014,2,0,11,2,0,0,0,2,2,3,0
2531-2007,0,0,0,0,0,0,0,0,0,0,0
2531-2008,0,0,0,0,0,0,0,0,0,0,0
2531-2009,0,0,0,0,0,0,0,0,0,0,0
2531-2010,0,0,0,0,0,0,0,0,0,0,0
2531-2011,2,0,13,0,0,0,2,0,0,0,0
2531-2012,2,0,7,1,0,0,0,1,1,3,0
2531-2013,18,2,42,2,0,0,1,6,6,4,0
2531-2014,3,2,5,0,0,0,0,1,0,0,1
2532-2007,7,0,9,0,0,1,1,0,0,0,0
2532-2008,0,0,0,0,0,0,0,0,0,0,0
2532-2009,0,0,0,0,0,0,0,0,0,0,0
2532-2010,0,0,0,0,0,0,0,0,0,0,0
2532-2011,5,2,7,0,0,0,2,0,0,0,0
2532-2012,4,1,8,1,0,0,1,1,1,2,0
2532-2013,6,1,13,0,0,0,0,3,1,0,2
2532-2014,4,0,9,0,0,2,0,0,0,0,0
2533-2007,1,0,3,1,0,0,0,1,1,4,0
2533-2008,0,0,0,0,0,0,0,0,0,0,0
2533-2009,2,0,4,1,0,0,0,1,1,3,0
2533-2010,0,0,0,0,0,0,0,0,0,0,0
2533-2011,2,1,4,1,0,0,0,1,1,1,0
2533-2012,4,1,10,0,0,0,0,2,1,0,1
2533-2013,0,0,0,0,0,0,0,0,0,0,0
2533-2014,0,0,0,0,0,0,0,0,0,0,0
2534-2007,0,0,0,0,0,0,0,0,0,0,0
2534-2008,0,0,0,0,0,0,0,0,0,0,0
2534-2009,0,0,0,0,0,0,0,0,0,0,0
2534-2010,0,0,0,0,0,0,0,0,0,0,0
2534-2011,3,1,10,2,0,0,0,2,2,2,0
2534-2012,2,0,4,0,0,0,0,1,0,0,1
2534-2013,3,1,5,0,0,0,1,0,0,0,0
2534-2014,3,0,6,0,0,0,0,1,0,0,1
2535-2007,0,0,0,0,0,0,0,0,0,0,0
2535-2008,0,0,0,0,0,0,0,0,0,0,0
2535-2009,2,0,3,1,0,0,0,1,1,2,0
2535-2010,0,0,0,0,0,0,0,0,0,0,0
2535-2011,14,0,21,3,1,0,0,4,3,9,1
2535-2012,6,0,14,2,0,0,0,3,3,13,0
2535-2013,7,2,17,2,1,0,0,3,3,4,0
2535-2014,0,0,0,0,0,0,0,0,0,0,0
2537-2007,0,0,0,0,0,0,0,0,0,0,0
2537-2008,0,0,0,0,0,0,0,0,0,0,0
2537-2009,0,0,0,0,0,0,0,0,0,0,0
2537-2010,0,0,0,0,0,0,0,0,0,0,0
2537-2011,0,0,0,0,0,0,0,0,0,0,0
2537-2012,0,0,0,0,0,0,0,0,0,0,0
2537-2013,0,0,0,0,0,0,0,0,0,0,0
2537-2014,4,1,5,0,0,0,0,1,1,0,0
2538-2007,0,0,0,0,0,0,0,0,0,0,0
2538-2008,0,0,0,0,0,0,0,0,0,0,0
2538-2009,0,0,0,0,0,0,0,0,0,0,0
2538-2010,7,4,13,2,0,0,0,3,3,2,0
2538-2011,10,5,17,1,0,0,0,4,2,6,2
2538-2012,0,0,0,0,0,0,0,0,0,0,0
2538-2013,6,4,8,1,0,0,1,1,1,1,0
2538-2014,14,7,15,1,0,0,0,3,2,3,1
2539-2007,0,0,0,0,0,0,0,0,0,0,0
2539-2008,0,0,0,0,0,0,0,0,0,0,0
2539-2009,0,0,0,0,0,0,0,0,0,0,0
2539-2010,0,0,0,0,0,0,0,0,0,0,0
2539-2011,0,0,0,0,0,0,0,0,0,0,0
2539-2012,0,0,0,0,0,0,0,0,0,0,0
2539-2013,5,3,9,2,0,0,1,1,1,5,0
2539-2014,13,6,41,4,0,1,4,2,2,10,0
2540-2007,0,0,0,0,0,0,0,0,0,0,0
2540-2008,0,0,0,0,0,0,0,0,0,0,0
2540-2009,0,0,0,0,0,0,0,0,0,0,0
2540-2010,0,0,0,0,0,0,0,0,0,0,0
2540-2011,0,0,0,0,0,0,0,0,0,0,0
2540-2012,0,0,0,0,0,0,0,0,0,0,0
2540-2013,5,0,9,0,0,0,0,2,0,0,2
2540-2014,0,0,0,0,0,0,0,0,0,0,0
2541-2007,0,0,0,0,0,0,0,0,0,0,0
2541-2008,1,0,2,0,0,0,0,1,0,0,1
2541-2009,1,0,3,0,0,0,0,1,0,0,1
2541-2010,2,1,2,1,0,0,1,0,0,2,0
2541-2011,6,2,10,3,0,0,1,2,0,5,2
2541-2012,7,3,10,3,0,0,1,2,1,5,1
2541-2013,7,2,14,2,1,0,2,1,0,2,1
2541-2014,6,1,15,2,0,0,1,3,2,6,1
2542-2007,0,0,0,0,0,0,0,0,0,0,0
2542-2008,0,0,0,0,0,0,0,0,0,0,0
2542-2009,4,2,5,0,0,0,0,1,1,0,0
2542-2010,0,0,0,0,0,0,0,0,0,0,0
2542-2011,0,0,0,0,0,0,0,0,0,0,0
2542-2012,3,2,4,0,0,0,0,1,1,0,0
2542-2013,4,2,5,1,0,0,0,1,1,1,0
2542-2014,2,1,5,0,0,0,0,1,0,0,1
2544-2007,0,0,0,0,0,0,0,0,0,0,0
2544-2008,0,0,0,0,0,0,0,0,0,0,0
2544-2009,0,0,0,0,0,0,0,0,0,0,0
2544-2010,3,0,12,1,0,0,2,0,0,1,0
2544-2011,4,0,13,0,0,0,1,2,0,0,2
2544-2012,4,0,11,1,0,0,0,3,2,1,1
2544-2013,1,0,3,0,0,0,0,1,0,0,1
2544-2014,5,1,9,0,0,0,0,2,2,0,0
2545-2007,0,0,0,0,0,0,0,0,0,0,0
2545-2008,5,0,11,0,0,0,0,2,2,0,0
2545-2009,4,1,5,0,0,0,1,0,0,0,0
2545-2010,0,0,0,0,0,0,0,0,0,0,0
2545-2011,0,0,0,0,0,0,0,0,0,0,0
2545-2012,0,0,0,0,0,0,0,0,0,0,0
2545-2013,4,1,5,1,0,0,0,1,1,4,0
2545-2014,4,1,5,0,0,0,0,1,1,0,0
2546-2007,0,0,0,0,0,0,0,0,0,0,0
2546-2008,2,0,8,1,0,0,1,0,0,1,0
2546-2009,1,0,4,0,0,1,0,0,1,0,0
2546-2010,1,0,2,0,0,1,0,0,1,0,0
2546-2011,5,2,11,0,0,0,1,2,2,0,0
2546-2012,4,2,8,0,0,1,1,0,1,0,0
2546-2013,8,4,18,2,0,0,4,0,0,4,0
2546-2014,1,0,4,0,0,0,1,0,0,0,0
2548-2007,0,0,0,0,0,0,0,0,0,0,0
2548-2008,0,0,0,0,0,0,0,0,0,0,0
2548-2009,0,0,0,0,0,0,0,0,0,0,0
2548-2010,0,0,0,0,0,0,0,0,0,0,0
2548-2011,0,0,0,0,0,0,0,0,0,0,0
2548-2012,4,3,8,1,0,0,0,1,1,2,0
2548-2013,4,3,7,0,0,0,0,1,0,0,1
2548-2014,14,6,30,1,1,0,3,2,1,1,1
2549-2007,0,0,0,0,0,0,0,0,0,0,0
2549-2008,0,0,0,0,0,0,0,0,0,0,0
2549-2009,0,0,0,0,0,0,0,0,0,0,0
2549-2010,3,0,5,0,0,0,0,1,1,0,0
2549-2011,3,1,7,0,0,0,0,1,1,0,0
2549-2012,0,0,0,0,0,0,0,0,0,0,0
2549-2013,3,0,7,0,0,0,0,1,0,0,1
2549-2014,4,0,5,1,0,0,0,1,1,1,0
2550-2007,0,0,0,0,0,0,0,0,0,0,0
2550-2008,0,0,0,0,0,0,0,0,0,0,0
2550-2009,2,0,5,0,0,0,0,2,0,0,2
2550-2010,1,0,3,0,0,0,0,1,0,0,1
2550-2011,0,0,0,0,0,0,0,0,0,0,0
2550-2012,0,0,0,0,0,0,0,0,0,0,0
2550-2013,0,0,0,0,0,0,0,0,0,0,0
2550-2014,0,0,0,0,0,0,0,0,0,0,0
2551-2007,0,0,0,0,0,0,0,0,0,0,0
2551-2008,0,0,0,0,0,0,0,0,0,0,0
2551-2009,0,0,0,0,0,0,0,0,0,0,0
2551-2010,1,0,7,1,0,0,0,1,1,1,0
2551-2011,0,0,0,0,0,0,0,0,0,0,0
2551-2012,2,0,6,1,0,0,0,1,1,1,0
2551-2013,0,0,0,0,0,0,0,0,0,0,0
2551-2014,0,0,0,0,0,0,0,0,0,0,0
2553-2007,0,0,0,0,0,0,0,0,0,0,0
2553-2008,0,0,0,0,0,0,0,0,0,0,0
2553-2009,0,0,0,0,0,0,0,0,0,0,0
2553-2010,0,0,0,0,0,0,0,0,0,0,0
2553-2011,0,0,0,0,0,0,0,0,0,0,0
2553-2012,6,1,11,0,0,0,0,3,3,0,0
2553-2013,6,0,10,2,0,0,0,3,3,5,0
2553-2014,2,0,5,0,0,0,0,1,1,0,0
2555-2007,0,0,0,0,0,0,0,0,0,0,0
2555-2008,0,0,0,0,0,0,0,0,0,0,0
2555-2009,0,0,0,0,0,0,0,0,0,0,0
2555-2010,0,0,0,0,0,0,0,0,0,0,0
2555-2011,3,2,4,0,0,0,0,1,0,0,1
2555-2012,0,0,0,0,0,0,0,0,0,0,0
2555-2013,6,1,18,0,0,0,1,2,1,0,1
2555-2014,4,0,14,0,0,0,1,1,1,0,0
2556-2007,0,0,0,0,0,0,0,0,0,0,0
2556-2008,0,0,0,0,0,0,0,0,0,0,0
2556-2009,0,0,0,0,0,0,0,0,0,0,0
2556-2010,2,0,3,1,0,0,0,1,1,1,0
2556-2011,0,0,0,0,0,0,0,0,0,0,0
2556-2012,3,0,5,0,0,0,0,1,1,0,0
2556-2013,0,0,0,0,0,0,0,0,0,0,0
2556-2014,0,0,0,0,0,0,0,0,0,0,0
2557-2007,0,0,0,0,0,0,0,0,0,0,0
2557-2008,0,0,0,0,0,0,0,0,0,0,0
2557-2009,0,0,0,0,0,0,0,0,0,0,0
2557-2010,2,1,4,0,0,0,1,0,0,0,0
2557-2011,8,3,17,3,0,1,0,4,4,6,0
2557-2012,1,0,4,0,0,0,0,1,1,0,0
2557-2013,0,0,0,0,0,0,0,0,0,0,0
2557-2014,0,0,0,0,0,0,0,0,0,0,0
2558-2007,0,0,0,0,0,0,0,0,0,0,0
2558-2008,3,0,4,0,0,0,0,1,0,0,1
2558-2009,0,0,0,0,0,0,0,0,0,0,0
2558-2010,0,0,0,0,0,0,0,0,0,0,0
2558-2011,2,0,8,1,0,0,1,1,1,1,0
2558-2012,1,0,4,1,0,0,0,1,1,2,0
2558-2013,3,0,7,0,0,0,0,1,0,0,1
2558-2014,2,0,5,0,0,0,0,1,1,0,0
2559-2007,1,0,6,0,0,0,1,0,0,0,0
2559-2008,2,0,7,0,0,0,0,1,0,0,1
2559-2009,2,0,7,1,0,0,0,1,1,2,0
2559-2010,0,0,0,0,0,0,0,0,0,0,0
2559-2011,0,0,0,0,0,0,0,0,0,0,0
2559-2012,26,0,46,1,0,0,0,7,1,1,6
2559-2013,0,0,0,0,0,0,0,0,0,0,0
2559-2014,4,0,8,0,0,0,0,2,1,0,1
2561-2007,0,0,0,0,0,0,0,0,0,0,0
2561-2008,1,0,2,0,0,0,1,0,0,0,0
2561-2009,0,0,0,0,0,0,0,0,0,0,0
2561-2010,5,4,12,0,0,0,0,1,1,0,0
2561-2011,3,2,4,0,0,0,0,1,1,0,0
2561-2012,1,0,2,1,0,0,0,1,1,1,0
2561-2013,1,0,2,0,0,0,0,1,1,0,0
2561-2014,6,4,9,1,0,0,0,1,0,2,1
2562-2007,0,0,0,0,0,0,0,0,0,0,0
2562-2008,0,0,0,0,0,0,0,0,0,0,0
2562-2009,0,0,0,0,0,0,0,0,0,0,0
2562-2010,3,0,6,0,0,0,0,2,2,0,0
2562-2011,0,0,0,0,0,0,0,0,0,0,0
2562-2012,5,0,10,2,0,0,0,2,2,3,0
2562-2013,0,0,0,0,0,0,0,0,0,0,0
2562-2014,3,0,4,1,0,0,0,1,1,1,0
2563-2007,0,0,0,0,0,0,0,0,0,0,0
2563-2008,1,0,3,1,0,0,1,0,0,2,0
2563-2009,0,0,0,0,0,0,0,0,0,0,0
2563-2010,2,1,5,0,0,0,1,0,0,0,0
2563-2011,1,0,4,0,0,0,1,0,0,0,0
2563-2012,5,0,12,0,0,0,3,0,0,0,0
2563-2013,12,1,22,3,0,0,1,4,2,5,2
2563-2014,5,1,10,2,0,0,0,2,2,3,0
2564-2007,0,0,0,0,0,0,0,0,0,0,0
2564-2008,0,0,0,0,0,0,0,0,0,0,0
2564-2009,1,0,2,0,0,0,1,0,0,0,0
2564-2010,0,0,0,0,0,0,0,0,0,0,0
2564-2011,3,0,3,0,0,0,2,0,0,0,0
2564-2012,0,0,0,0,0,0,0,0,0,0,0
2564-2013,0,0,0,0,0,0,0,0,0,0,0
2564-2014,0,0,0,0,0,0,0,0,0,0,0
2565-2007,0,0,0,0,0,0,0,0,0,0,0
2565-2008,0,0,0,0,0,0,0,0,0,0,0
2565-2009,0,0,0,0,0,0,0,0,0,0,0
2565-2010,0,0,0,0,0,0,0,0,0,0,0
2565-2011,0,0,0,0,0,0,0,0,0,0,0
2565-2012,8,2,22,2,3,0,0,2,2,4,0
2565-2013,3,0,8,2,0,0,0,2,2,8,0
2565-2014,16,0,31,3,3,0,0,4,3,10,1
2566-2007,1,0,4,0,0,1,0,0,1,0,0
2566-2008,0,0,0,0,0,0,0,0,0,0,0
2566-2009,0,0,0,0,0,0,0,0,0,0,0
2566-2010,0,0,0,0,0,0,0,0,0,0,0
2566-2011,0,0,0,0,0,0,0,0,0,0,0
2566-2012,0,0,0,0,0,0,0,0,0,0,0
2566-2013,2,0,2,0,0,0,1,0,0,0,0
2566-2014,1,0,3,1,0,0,1,0,0,3,0
2567-2007,0,0,0,0,0,0,0,0,0,0,0
2567-2008,2,0,4,0,0,0,2,0,0,0,0
2567-2009,0,0,0,0,0,0,0,0,0,0,0
2567-2010,2,1,3,1,0,0,1,0,0,1,0
2567-2011,0,0,0,0,0,0,0,0,0,0,0
2567-2012,6,1,11,2,0,0,2,1,0,2,1
2567-2013,2,0,6,1,0,0,1,0,0,1,0
2567-2014,9,0,16,0,0,2,1,0,0,0,0
2568-2007,0,0,0,0,0,0,0,0,0,0,0
2568-2008,0,0,0,0,0,0,0,0,0,0,0
2568-2009,0,0,0,0,0,0,0,0,0,0,0
2568-2010,1,0,2,1,0,0,0,1,1,1,0
2568-2011,3,2,8,0,0,0,1,0,0,0,0
2568-2012,11,6,26,0,0,0,2,2,2,0,0
2568-2013,3,2,6,1,0,0,0,1,1,1,0
2568-2014,2,1,6,1,0,0,0,1,1,1,0
2569-2007,0,0,0,0,0,0,0,0,0,0,0
2569-2008,2,0,5,1,0,0,0,1,0,2,1
2569-2009,0,0,0,0,0,0,0,0,0,0,0
2569-2010,1,0,6,1,0,0,0,1,0,1,1
2569-2011,3,0,21,2,0,0,0,3,3,3,0
2569-2012,2,0,6,0,0,0,0,2,1,0,1
2569-2013,1,0,6,1,0,0,0,1,0,1,1
2569-2014,5,2,5,1,0,0,0,1,1,2,0
2570-2007,0,0,0,0,0,0,0,0,0,0,0
2570-2008,0,0,0,0,0,0,0,0,0,0,0
2570-2009,0,0,0,0,0,0,0,0,0,0,0
2570-2010,0,0,0,0,0,0,0,0,0,0,0
2570-2011,0,0,0,0,0,0,0,0,0,0,0
2570-2012,2,0,2,0,0,0,1,0,0,0,0
2570-2013,3,0,4,0,0,0,1,0,0,0,0
2570-2014,5,1,6,1,0,0,1,1,1,4,0
2571-2007,0,0,0,0,0,0,0,0,0,0,0
2571-2008,0,0,0,0,0,0,0,0,0,0,0
2571-2009,0,0,0,0,0,0,0,0,0,0,0
2571-2010,0,0,0,0,0,0,0,0,0,0,0
2571-2011,0,0,0,0,0,0,0,0,0,0,0
2571-2012,4,0,8,1,0,0,0,2,2,2,0
2571-2013,0,0,0,0,0,0,0,0,0,0,0
2571-2014,7,2,11,1,0,0,0,2,2,1,0
2572-2007,0,0,0,0,0,0,0,0,0,0,0
2572-2008,0,0,0,0,0,0,0,0,0,0,0
2572-2009,1,0,5,1,0,0,0,1,1,5,0
2572-2010,0,0,0,0,0,0,0,0,0,0,0
2572-2011,4,0,4,1,0,0,0,1,1,1,0
2572-2012,0,0,0,0,0,0,0,0,0,0,0
2572-2013,5,0,8,2,0,0,0,2,2,3,0
2572-2014,5,0,10,1,0,0,0,2,2,2,0
2573-2007,0,0,0,0,0,0,0,0,0,0,0
2573-2008,0,0,0,0,0,0,0,0,0,0,0
2573-2009,0,0,0,0,0,0,0,0,0,0,0
2573-2010,0,0,0,0,0,0,0,0,0,0,0
2573-2011,0,0,0,0,0,0,0,0,0,0,0
2573-2012,0,0,0,0,0,0,0,0,0,0,0
2573-2013,0,0,0,0,0,0,0,0,0,0,0
2573-2014,3,1,9,0,0,0,1,0,0,0,0
2574-2007,1,0,7,0,0,1,0,0,1,0,0
2574-2008,1,0,4,1,0,1,0,0,1,5,0
2574-2009,6,0,14,0,0,2,3,0,1,0,0
2574-2010,7,3,15,3,0,4,0,0,4,5,0
2574-2011,5,1,13,2,0,2,0,2,4,3,0
2574-2012,3,1,5,1,0,0,0,1,1,3,0
2574-2013,4,0,7,1,0,2,0,0,1,1,0
2574-2014,0,0,0,0,0,0,0,0,0,0,0
2575-2007,0,0,0,0,0,0,0,0,0,0,0
2575-2008,0,0,0,0,0,0,0,0,0,0,0
2575-2009,1,0,3,0,0,0,1,0,0,0,0
2575-2010,4,0,13,3,0,0,3,1,1,12,0
2575-2011,4,1,7,2,0,0,2,0,0,9,0
2575-2012,19,0,34,4,0,0,5,3,3,9,0
2575-2013,25,2,39,4,0,0,6,5,4,7,1
2575-2014,26,0,41,4,0,1,5,5,2,9,3
2576-2007,1,0,5,1,0,0,1,0,0,4,0
2576-2008,0,0,0,0,0,0,0,0,0,0,0
2576-2009,10,5,26,3,0,2,3,0,2,8,0
2576-2010,7,3,18,2,0,0,3,0,0,2,0
2576-2011,17,7,37,3,0,3,1,3,2,3,1
2576-2012,6,3,16,0,0,0,3,0,0,0,0
2576-2013,4,1,6,1,0,0,0,1,0,1,1
2576-2014,5,3,11,0,0,1,0,1,1,0,0
2577-2007,0,0,0,0,0,0,0,0,0,0,0
2577-2008,0,0,0,0,0,0,0,0,0,0,0
2577-2009,0,0,0,0,0,0,0,0,0,0,0
2577-2010,0,0,0,0,0,0,0,0,0,0,0
2577-2011,0,0,0,0,0,0,0,0,0,0,0
2577-2012,2,1,3,0,0,0,0,1,1,0,0
2577-2013,3,1,3,1,0,0,0,1,1,1,0
2577-2014,0,0,0,0,0,0,0,0,0,0,0
2578-2007,1,0,5,0,0,0,1,0,0,0,0
2578-2008,0,0,0,0,0,0,0,0,0,0,0
2578-2009,0,0,0,0,0,0,0,0,0,0,0
2578-2010,0,0,0,0,0,0,0,0,0,0,0
2578-2011,2,0,6,2,0,0,0,2,2,4,0
2578-2012,0,0,0,0,0,0,0,0,0,0,0
2578-2013,0,0,0,0,0,0,0,0,0,0,0
2578-2014,3,0,4,1,0,0,0,1,1,1,0
2579-2007,0,0,0,0,0,0,0,0,0,0,0
2579-2008,0,0,0,0,0,0,0,0,0,0,0
2579-2009,0,0,0,0,0,0,0,0,0,0,0
2579-2010,0,0,0,0,0,0,0,0,0,0,0
2579-2011,0,0,0,0,0,0,0,0,0,0,0
2579-2012,6,4,9,0,0,0,1,1,1,0,0
2579-2013,2,1,3,0,0,0,0,1,1,0,0
2579-2014,3,0,8,2,0,0,0,2,2,2,0
2580-2007,0,0,0,0,0,0,0,0,0,0,0
2580-2008,0,0,0,0,0,0,0,0,0,0,0
2580-2009,1,0,2,0,0,0,1,0,0,0,0
2580-2010,1,0,2,0,0,0,1,0,0,0,0
2580-2011,2,0,4,0,0,0,1,1,1,0,0
2580-2012,0,0,0,0,0,0,0,0,0,0,0
2580-2013,0,0,0,0,0,0,0,0,0,0,0
2580-2014,3,0,5,0,0,0,0,1,1,0,0
2581-2007,0,0,0,0,0,0,0,0,0,0,0
2581-2008,0,0,0,0,0,0,0,0,0,0,0
2581-2009,0,0,0,0,0,0,0,0,0,0,0
2581-2010,0,0,0,0,0,0,0,0,0,0,0
2581-2011,0,0,0,0,0,0,0,0,0,0,0
2581-2012,6,2,11,0,0,0,1,1,0,0,1
2581-2013,9,0,13,0,0,0,2,0,0,0,0
2581-2014,3,0,5,1,0,0,0,1,1,1,0
2582-2007,0,0,0,0,0,0,0,0,0,0,0
2582-2008,0,0,0,0,0,0,0,0,0,0,0
2582-2009,0,0,0,0,0,0,0,0,0,0,0
2582-2010,3,0,10,0,0,0,0,2,2,0,0
2582-2011,0,0,0,0,0,0,0,0,0,0,0
2582-2012,0,0,0,0,0,0,0,0,0,0,0
2582-2013,0,0,0,0,0,0,0,0,0,0,0
2582-2014,10,1,31,0,0,0,1,3,0,0,3
2583-2007,0,0,0,0,0,0,0,0,0,0,0
2583-2008,0,0,0,0,0,0,0,0,0,0,0
2583-2009,0,0,0,0,0,0,0,0,0,0,0
2583-2010,0,0,0,0,0,0,0,0,0,0,0
2583-2011,0,0,0,0,0,0,0,0,0,0,0
2583-2012,0,0,0,0,0,0,0,0,0,0,0
2583-2013,0,0,0,0,0,0,0,0,0,0,0
2583-2014,2,0,5,1,0,0,1,1,1,1,0
2584-2007,0,0,0,0,0,0,0,0,0,0,0
2584-2008,0,0,0,0,0,0,0,0,0,0,0
2584-2009,0,0,0,0,0,0,0,0,0,0,0
2584-2010,0,0,0,0,0,0,0,0,0,0,0
2584-2011,0,0,0,0,0,0,0,0,0,0,0
2584-2012,3,0,6,1,0,0,0,1,1,2,0
2584-2013,2,0,8,0,0,0,0,1,0,0,1
2584-2014,6,2,17,1,0,0,1,2,0,2,2
2586-2007,0,0,0,0,0,0,0,0,0,0,0
2586-2008,0,0,0,0,0,0,0,0,0,0,0
2586-2009,2,0,6,0,0,0,2,0,0,0,0
2586-2010,2,0,5,1,0,0,0,1,0,9,1
2586-2011,9,0,25,1,0,0,2,4,3,13,1
2586-2012,6,0,15,1,0,0,0,2,1,10,1
2586-2013,9,0,23,1,0,0,1,2,0,2,2
2586-2014,4,1,9,0,0,0,3,0,0,0,0
2587-2007,0,0,0,0,0,0,0,0,0,0,0
2587-2008,0,0,0,0,0,0,0,0,0,0,0
2587-2009,0,0,0,0,0,0,0,0,0,0,0
2587-2010,0,0,0,0,0,0,0,0,0,0,0
2587-2011,5,2,11,0,0,1,1,0,0,0,0
2587-2012,12,6,31,3,0,1,4,1,0,9,1
2587-2013,6,2,12,1,0,2,0,1,1,1,0
2587-2014,12,5,21,3,1,2,0,3,1,6,2
2588-2007,0,0,0,0,0,0,0,0,0,0,0
2588-2008,0,0,0,0,0,0,0,0,0,0,0
2588-2009,0,0,0,0,0,0,0,0,0,0,0
2588-2010,0,0,0,0,0,0,0,0,0,0,0
2588-2011,0,0,0,0,0,0,0,0,0,0,0
2588-2012,0,0,0,0,0,0,0,0,0,0,0
2588-2013,2,0,9,0,0,0,0,1,0,0,1
2588-2014,0,0,0,0,0,0,0,0,0,0,0
2589-2007,0,0,0,0,0,0,0,0,0,0,0
2589-2008,0,0,0,0,0,0,0,0,0,0,0
2589-2009,0,0,0,0,0,0,0,0,0,0,0
2589-2010,0,0,0,0,0,0,0,0,0,0,0
2589-2011,0,0,0,0,0,0,0,0,0,0,0
2589-2012,2,1,3,0,0,0,1,0,0,0,0
2589-2013,1,0,3,0,0,0,1,0,0,0,0
2589-2014,0,0,0,0,0,0,0,0,0,0,0
2590-2007,0,0,0,0,0,0,0,0,0,0,0
2590-2008,0,0,0,0,0,0,0,0,0,0,0
2590-2009,0,0,0,0,0,0,0,0,0,0,0
2590-2010,0,0,0,0,0,0,0,0,0,0,0
2590-2011,0,0,0,0,0,0,0,0,0,0,0
2590-2012,0,0,0,0,0,0,0,0,0,0,0
2590-2013,11,7,26,2,0,0,1,2,1,3,1
2590-2014,11,4,19,2,0,0,0,3,3,2,0
2591-2007,0,0,0,0,0,0,0,0,0,0,0
2591-2008,0,0,0,0,0,0,0,0,0,0,0
2591-2009,0,0,0,0,0,0,0,0,0,0,0
2591-2010,0,0,0,0,0,0,0,0,0,0,0
2591-2011,0,0,0,0,0,0,0,0,0,0,0
2591-2012,3,0,5,0,0,0,1,0,0,0,0
2591-2013,9,0,15,0,0,0,3,0,0,0,0
2591-2014,1,0,6,0,0,0,0,1,0,0,1
2592-2007,0,0,0,0,0,0,0,0,0,0,0
2592-2008,0,0,0,0,0,0,0,0,0,0,0
2592-2009,0,0,0,0,0,0,0,0,0,0,0
2592-2010,2,0,4,0,0,0,0,1,0,0,1
2592-2011,1,0,5,1,0,0,0,1,1,3,0
2592-2012,0,0,0,0,0,0,0,0,0,0,0
2592-2013,4,1,6,1,0,0,0,1,1,3,0
2592-2014,0,0,0,0,0,0,0,0,0,0,0
2593-2007,0,0,0,0,0,0,0,0,0,0,0
2593-2008,0,0,0,0,0,0,0,0,0,0,0
2593-2009,2,0,6,1,0,0,0,1,1,3,0
2593-2010,0,0,0,0,0,0,0,0,0,0,0
2593-2011,0,0,0,0,0,0,0,0,0,0,0
2593-2012,0,0,0,0,0,0,0,0,0,0,0
2593-2013,0,0,0,0,0,0,0,0,0,0,0
2593-2014,0,0,0,0,0,0,0,0,0,0,0
2594-2007,0,0,0,0,0,0,0,0,0,0,0
2594-2008,2,0,3,0,0,0,1,0,0,0,0
2594-2009,0,0,0,0,0,0,0,0,0,0,0
2594-2010,1,0,3,0,0,0,0,1,0,0,1
2594-2011,5,1,5,1,0,1,0,1,2,2,0
2594-2012,2,0,6,0,0,0,0,1,1,0,0
2594-2013,3,1,3,0,0,0,0,1,0,0,1
2594-2014,4,0,5,0,0,0,0,1,1,0,0
2595-2007,0,0,0,0,0,0,0,0,0,0,0
2595-2008,0,0,0,0,0,0,0,0,0,0,0
2595-2009,1,0,7,0,0,0,0,1,1,0,0
2595-2010,0,0,0,0,0,0,0,0,0,0,0
2595-2011,3,0,14,0,0,0,0,2,2,0,0
2595-2012,4,0,18,1,0,0,0,3,3,1,0
2595-2013,4,0,15,1,0,0,0,3,3,1,0
